(27786323, [2.0, 0.72, 0.0, 0.56, 0.0, 0.61, 0.0, 2.49, 0.0, 0.0], [0.0, 0.66, 0.0, 0.47, 0.11, 0.12, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(27885551, [2.0, 0.72, 0.0, 0.56, 0.0, 3.6, 0.0, 2.49, 0.0, 0.0], [0.0, 0.66, 0.0, 0.47, 0.11, 0.12, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(27986206, [2.0, 0.72, 0.0, 0.56, 0.0, 3.6, 0.0, 2.49, 0.0, 0.0], [0.0, 0.66, 0.0, 0.47, 0.11, 0.12, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(28085662, [2.0, 0.72, 0.0, 0.56, 0.0, 0.49, 0.0, 2.49, 0.0, 0.0], [0.0, 0.66, 0.0, 0.47, 0.11, 0.12, 0.0, 1.0], [0.52, 25.0, 0.0, 0.0])
(28185955, [2.0, 0.72, 0.0, 0.56, 0.0, 0.52, 0.0, 2.49, 0.0, 0.0], [0.0, 0.66, 0.0, 0.47, 0.11, 0.12, 0.0, 1.0], [0.52, 25.0, 0.0, 0.0])
(28285536, [2.0, 0.72, 0.0, 0.56, 0.0, 0.53, 0.0, 2.49, 0.0, 0.0], [0.0, 0.66, 0.0, 0.47, 0.12, 0.13, 0.0, 1.0], [0.54, 25.0, 0.0, 0.0])
(28386110, [2.0, 0.73, 0.0, 0.56, 0.0, 0.57, 0.0, 2.48, 0.0, 0.0], [0.0, 0.66, 0.0, 0.47, 0.12, 0.13, 0.0, 1.0], [0.28, 25.0, 0.0, 0.0])
(28486297, [2.0, 0.72, 0.0, 0.56, 0.0, 0.58, 0.0, 2.48, 0.0, 0.0], [0.0, 0.66, 0.0, 0.47, 0.12, 0.13, 0.0, 1.0], [7.65, 25.0, 0.0, 0.0])
(28586595, [2.0, 0.72, 0.0, 0.56, 0.0, 0.59, 0.0, 2.49, 0.0, 0.0], [0.0, 0.66, 0.0, 0.47, 0.12, 0.13, 0.0, 1.0], [0.54, 25.0, 0.0, 0.0])
(28686557, [2.0, 0.72, 0.0, 0.56, 0.0, 0.6, 0.0, 2.49, 0.0, 0.0], [0.0, 0.66, 0.0, 0.47, 0.12, 0.13, 0.0, 1.0], [0.52, 25.0, 0.0, 0.0])
(28786699, [2.0, 0.73, 0.0, 0.56, 0.0, 0.6, 0.0, 2.48, 0.0, 0.0], [0.0, 0.66, 0.0, 0.47, 0.12, 0.13, 0.0, 1.0], [0.51, 25.0, 0.0, 0.0])
(28886301, [2.0, 0.72, 0.0, 0.56, 0.0, 0.6, 0.0, 2.48, 0.0, 0.0], [0.0, 0.65, 0.0, 0.47, 0.13, 0.13, 0.0, 1.0], [0.5, 25.0, 0.0, 0.0])
(28986675, [2.0, 0.72, 0.0, 0.56, 0.0, 0.6, 0.0, 2.47, 0.0, 0.0], [0.0, 0.65, 0.0, 0.48, 0.12, 0.13, 0.0, 1.0], [0.5, 25.0, 0.0, 0.0])
(29085956, [2.0, 0.72, 0.0, 0.56, 0.0, 0.6, 0.0, 2.48, 0.0, 0.0], [0.0, 0.65, 0.0, 0.48, 0.12, 0.13, 0.0, 1.0], [0.5, 25.0, 0.0, 0.0])
(29185860, [2.0, 0.72, 0.0, 0.56, 0.0, 0.61, 0.0, 2.47, 0.0, 0.0], [0.0, 0.65, 0.0, 0.48, 0.13, 0.13, 0.0, 1.0], [0.51, 25.0, 0.0, 0.0])
(29285854, [2.0, 0.73, 0.0, 0.56, 0.0, 0.61, 0.0, 2.48, 0.0, 0.0], [0.0, 0.65, 0.0, 0.48, 0.13, 0.13, 0.0, 1.0], [0.51, 25.0, 0.0, 0.0])
(29386013, [2.0, 0.72, 0.0, 0.56, 0.0, 0.61, 0.0, 2.48, 0.0, 0.0], [0.0, 0.65, 0.0, 0.48, 0.13, 0.14, 0.0, 1.0], [0.52, 25.0, 0.0, 0.0])
(29485966, [2.0, 0.72, 0.0, 0.56, 0.0, 0.6, 0.0, 2.47, 0.0, 0.0], [0.0, 0.65, 0.0, 0.48, 0.13, 0.14, 0.0, 1.0], [0.52, 25.0, 0.0, 0.0])
(29585763, [2.0, 0.72, 0.0, 0.56, 0.0, 0.6, 0.0, 2.47, 0.0, 0.0], [0.0, 0.65, 0.0, 0.48, 0.13, 0.14, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(29685980, [2.0, 0.72, 0.0, 0.56, 0.0, 0.6, 0.0, 2.49, 0.0, 0.0], [0.0, 0.65, 0.0, 0.48, 0.13, 0.14, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(29786032, [2.0, 0.73, 0.0, 0.56, 0.0, 0.6, 0.0, 2.47, 0.0, 0.0], [0.0, 0.65, 0.0, 0.48, 0.13, 0.14, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(29886218, [2.0, 0.73, 0.0, 0.56, 0.0, 0.61, 0.0, 2.49, 0.0, 0.0], [0.0, 0.65, 0.0, 0.48, 0.13, 0.14, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(29986038, [2.0, 0.72, 0.0, 0.56, 0.0, 0.6, 0.0, 2.48, 0.0, 0.0], [0.0, 0.65, 0.0, 0.48, 0.13, 0.14, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(30086562, [2.0, 0.73, 0.0, 0.56, 0.0, 0.59, 0.0, 2.49, 0.0, 0.0], [0.0, 0.65, 0.0, 0.49, 0.14, 0.15, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(30186057, [2.0, 0.72, 0.0, 0.56, 0.0, 0.59, 0.0, 2.5, 0.0, 0.0], [0.0, 0.65, 0.0, 0.48, 0.14, 0.15, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(30287183, [2.0, 0.72, 0.0, 0.56, 0.0, 0.59, 0.0, 2.47, 0.0, 0.0], [0.0, 0.65, 0.0, 0.48, 0.14, 0.15, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(30386940, [2.0, 0.72, 0.0, 0.56, 0.0, 0.6, 0.0, 2.5, 0.0, 0.0], [0.0, 0.66, 0.0, 0.49, 0.14, 0.15, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(30487173, [2.0, 0.72, 0.0, 0.56, 0.0, 0.62, 0.0, 2.49, 0.0, 0.0], [0.0, 0.65, 0.0, 0.49, 0.14, 0.15, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(30586990, [2.0, 0.73, 0.0, 0.56, 0.0, 0.63, 0.0, 2.48, 0.0, 0.0], [0.0, 0.65, 0.0, 0.49, 0.14, 0.15, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(30687140, [2.0, 0.73, 0.0, 0.56, 0.0, 0.63, 0.0, 2.49, 0.0, 0.0], [0.0, 0.65, 0.0, 0.49, 0.14, 0.15, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
