(38863858, [2.0, 0.61, 0.0, 0.67, 0.0, 0.64, 0.0, 2.41, 0.0, 0.0], [0.0, 0.87, 0.0, 0.6, 0.38, 0.39, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(38964007, [2.0, 0.6, 0.0, 0.66, 0.0, 3.6, 0.0, 2.42, 0.0, 0.0], [0.0, 0.86, 0.0, 0.6, 0.38, 0.39, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(39063229, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.42, 0.0, 0.0], [0.0, 0.86, 0.0, 0.6, 0.38, 0.39, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(39163321, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.4, 0.0, 0.0], [0.0, 0.86, 0.0, 0.6, 0.38, 0.39, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(39263754, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.4, 0.0, 0.0], [0.0, 0.86, 0.0, 0.6, 0.38, 0.4, 0.0, 1.0], [0.35, 25.0, 0.0, 0.0])
(39363344, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.42, 0.0, 0.0], [0.0, 0.86, 0.0, 0.6, 0.39, 0.4, 0.0, 1.0], [0.36, 25.0, 0.0, 0.0])
(39463327, [2.0, 0.6, 0.0, 0.66, 0.0, 0.62, 0.0, 2.41, 0.0, 0.0], [0.0, 0.86, 0.0, 0.6, 0.39, 0.4, 0.0, 1.0], [0.37, 25.0, 0.0, 0.0])
(39563205, [2.0, 0.61, 0.0, 0.66, 0.0, 0.62, 0.0, 2.39, 0.0, 0.0], [0.0, 0.85, 0.0, 0.6, 0.39, 0.4, 0.0, 1.0], [0.38, 25.0, 0.0, 0.0])
(39663264, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.41, 0.0, 0.0], [0.0, 0.85, 0.0, 0.6, 0.39, 0.4, 0.0, 1.0], [0.39, 25.0, 0.0, 0.0])
(39763225, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.39, 0.0, 0.0], [0.0, 0.85, 0.0, 0.6, 0.39, 0.4, 0.0, 1.0], [0.4, 25.0, 0.0, 0.0])
(39863279, [2.0, 0.6, 0.0, 0.66, 0.0, 3.6, 0.0, 2.4, 0.0, 0.0], [0.0, 0.86, 0.0, 0.6, 0.39, 0.4, 0.0, 1.0], [0.41, 25.0, 0.0, 0.0])
(39963220, [2.0, 0.6, 0.0, 0.67, 0.0, 3.6, 0.0, 2.42, 0.0, 0.0], [0.0, 0.85, 0.0, 0.6, 0.39, 0.4, 0.0, 1.0], [0.42, 25.0, 0.0, 0.0])
(40063287, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.38, 0.0, 0.0], [0.0, 0.85, 0.0, 0.6, 0.39, 0.4, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40163320, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.41, 0.0, 0.0], [0.0, 0.85, 0.0, 0.6, 0.4, 0.41, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40264059, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.4, 0.0, 0.0], [0.0, 0.85, 0.0, 0.6, 0.4, 0.41, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40363306, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.4, 0.0, 0.0], [0.0, 0.85, 0.0, 0.6, 0.4, 0.41, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40463337, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.41, 0.0, 0.0], [0.0, 0.84, 0.0, 0.6, 0.4, 0.41, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40563864, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.41, 0.0, 0.0], [0.0, 0.84, 0.0, 0.59, 0.4, 0.41, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40664042, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.4, 0.0, 0.0], [0.0, 0.84, 0.0, 0.6, 0.4, 0.41, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40763267, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.41, 0.0, 0.0], [0.0, 0.84, 0.0, 0.6, 0.4, 0.41, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40866902, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.41, 0.0, 0.0], [0.0, 0.84, 0.0, 0.59, 0.4, 0.41, 0.0, 1.0], [0.48, 25.0, 0.0, 0.0])
(40965623, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.4, 0.0, 0.0], [0.0, 0.84, 0.0, 0.59, 0.4, 0.41, 0.0, 1.0], [0.48, 25.0, 0.0, 0.0])
(41065808, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.4, 0.0, 0.0], [0.0, 0.83, 0.0, 0.59, 0.4, 0.41, 0.0, 1.0], [0.49, 25.0, 0.0, 0.0])
(41165703, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.42, 0.0, 0.0], [0.0, 0.83, 0.0, 0.59, 0.4, 0.41, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(41266130, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.39, 0.0, 0.0], [0.0, 0.82, 0.0, 0.61, 0.39, 0.4, 0.0, 1.0], [0.5, 25.0, 0.0, 0.0])
(41365666, [2.0, 0.61, 0.0, 0.66, 0.0, 3.6, 0.0, 2.42, 0.0, 0.0], [0.0, 0.81, 0.0, 0.61, 0.4, 0.41, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(41466074, [2.0, 0.6, 0.0, 0.66, 0.0, 3.6, 0.0, 2.41, 0.0, 0.0], [0.0, 0.82, 0.0, 0.61, 0.37, 0.38, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(41565878, [2.0, 0.61, 0.0, 0.66, 0.0, 0.65, 0.0, 2.4, 0.0, 0.0], [0.0, 0.81, 0.0, 0.62, 0.38, 0.39, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
