(11606067, [2.0, 2.46, 0.0, 3.58, 0.0, 3.58, 0.0, 2.55, 0.0, 0.0], [0.0, 0.21, 0.0, 0.84, 359.96, 359.98, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(11705802, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 2.55, 0.0, 0.0], [0.0, 0.21, 0.0, 0.84, 359.96, 359.98, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(11805893, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 2.9, 0.0, 0.0], [0.0, 0.21, 0.0, 0.84, 359.96, 359.97, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(11905956, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 3.28, 0.0, 0.0], [0.0, 0.21, 0.0, 0.84, 359.96, 359.97, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(12006688, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 3.38, 0.0, 0.0], [0.0, 0.21, 0.0, 0.85, 359.96, 359.97, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(12106497, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 2.53, 0.0, 0.0], [0.0, 0.21, 0.0, 0.85, 359.96, 359.97, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(12206033, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 2.53, 0.0, 0.0], [0.0, 0.21, 0.0, 0.85, 359.96, 359.98, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(12306031, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 1.99, 0.0, 0.0], [0.0, 0.21, 0.0, 0.85, 359.96, 359.97, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(12405953, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 1.99, 0.0, 0.0], [0.0, 0.21, 0.0, 0.86, 359.96, 359.97, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(12506194, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 1.64, 0.0, 0.0], [0.0, 0.21, 0.0, 0.86, 359.96, 359.97, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(12605953, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 2.29, 0.0, 0.0], [0.0, 0.22, 0.0, 0.86, 359.96, 359.97, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(12705757, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 2.72, 0.0, 0.0], [0.0, 0.22, 0.0, 0.86, 359.96, 359.97, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(12805979, [2.0, 2.46, 0.0, 3.58, 0.0, 3.58, 0.0, 1.74, 0.0, 0.0], [0.0, 0.22, 0.0, 0.86, 359.96, 359.97, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(12905727, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 1.74, 0.0, 0.0], [0.0, 0.22, 0.0, 0.87, 359.96, 359.97, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(13006092, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 1.47, 0.0, 0.0], [0.0, 0.22, 0.0, 0.87, 359.95, 359.96, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(13106002, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 1.47, 0.0, 0.0], [0.0, 0.22, 0.0, 0.87, 359.95, 359.96, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(13206052, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 2.65, 0.0, 0.0], [0.0, 0.23, 0.0, 0.88, 359.94, 359.96, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(13305768, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 2.96, 0.0, 0.0], [0.0, 0.23, 0.0, 0.88, 359.94, 359.95, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(13405948, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 3.31, 0.0, 0.0], [0.0, 0.23, 0.0, 0.89, 359.95, 359.96, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(13506299, [2.0, 2.45, 0.0, 3.58, 0.0, 3.58, 0.0, 3.46, 0.0, 0.0], [0.0, 0.23, 0.0, 0.89, 359.94, 359.96, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(13605924, [2.0, 2.45, 0.0, 2.99, 0.0, 3.58, 0.0, 3.5, 0.0, 0.0], [0.0, 0.23, 0.0, 0.89, 359.94, 359.96, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(13705960, [2.0, 2.45, 0.0, 2.99, 0.0, 3.58, 0.0, 2.61, 0.0, 0.0], [0.0, 0.23, 0.0, 0.9, 359.94, 359.95, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(13805838, [2.0, 2.45, 0.0, 2.59, 0.0, 3.58, 0.0, 2.61, 0.0, 0.0], [0.0, 0.24, 0.0, 0.9, 359.94, 359.95, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(13905992, [2.0, 2.45, 0.0, 2.92, 0.0, 3.58, 0.0, 3.16, 0.0, 0.0], [0.0, 0.24, 0.0, 0.9, 359.94, 359.95, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(14006285, [2.0, 2.45, 0.0, 3.14, 0.0, 3.58, 0.0, 3.3, 0.0, 0.0], [0.0, 0.25, 0.0, 0.91, 359.94, 359.95, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(14105962, [2.0, 2.45, 0.0, 2.66, 0.0, 3.58, 0.0, 3.46, 0.0, 0.0], [0.0, 0.25, 0.0, 0.91, 359.93, 359.95, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(14206346, [2.0, 2.45, 0.0, 2.66, 0.0, 3.58, 0.0, 3.5, 0.0, 0.0], [0.0, 0.25, 0.0, 0.91, 359.93, 359.94, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(14305851, [2.0, 2.45, 0.0, 3.18, 0.0, 3.58, 0.0, 3.55, 0.0, 0.0], [0.0, 0.25, 0.0, 0.91, 359.93, 359.94, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(14405827, [2.0, 2.45, 0.0, 3.32, 0.0, 3.58, 0.0, 3.56, 0.0, 0.0], [0.0, 0.26, 0.0, 0.91, 359.93, 359.94, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(14506641, [2.0, 2.45, 0.0, 3.47, 0.0, 3.58, 0.0, 3.58, 0.0, 0.0], [0.0, 0.25, 0.0, 0.92, 359.92, 359.94, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(14605755, [2.0, 2.46, 0.0, 3.51, 0.0, 3.58, 0.0, 3.58, 0.0, 0.0], [0.0, 0.26, 0.0, 0.92, 359.92, 359.93, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(14705850, [2.0, 2.46, 0.0, 3.56, 0.0, 3.58, 0.0, 3.58, 0.0, 0.0], [0.0, 0.26, 0.0, 0.92, 359.92, 359.93, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(14805967, [2.0, 2.46, 0.0, 2.87, 0.0, 3.58, 0.0, 2.66, 0.0, 0.0], [0.0, 0.26, 0.0, 0.93, 359.91, 359.93, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(14905858, [2.0, 2.46, 0.0, 2.87, 0.0, 3.58, 0.0, 2.07, 0.0, 0.0], [0.0, 0.27, 0.0, 0.93, 359.91, 359.93, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(15006073, [2.0, 2.46, 0.0, 3.11, 0.0, 3.58, 0.0, 2.07, 0.0, 0.0], [0.0, 0.27, 0.0, 0.93, 359.91, 359.92, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(15105874, [2.0, 2.46, 0.0, 3.38, 0.0, 3.58, 0.0, 1.67, 0.0, 0.0], [0.0, 0.27, 0.0, 0.93, 359.91, 359.92, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(15205978, [2.0, 2.46, 0.0, 3.45, 0.0, 3.58, 0.0, 2.31, 0.0, 0.0], [0.0, 0.27, 0.0, 0.93, 359.9, 359.91, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(15305946, [2.0, 2.46, 0.0, 3.53, 0.0, 3.58, 0.0, 2.74, 0.0, 0.0], [0.0, 0.27, 0.0, 0.93, 359.89, 359.91, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(15406045, [2.0, 2.46, 0.0, 3.55, 0.0, 3.58, 0.0, 3.21, 0.0, 0.0], [0.0, 0.27, 0.0, 0.93, 359.89, 359.91, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(15506062, [2.0, 2.46, 0.0, 3.57, 0.0, 3.58, 0.0, 3.34, 0.0, 0.0], [0.0, 0.27, 0.0, 0.94, 359.89, 359.9, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
