(38240942, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.38, 0.0, 0.0], [0.0, 0.81, 0.0, 0.58, 359.07, 359.09, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(38340945, [2.0, 0.85, 0.0, 0.68, 0.0, 0.35, 0.0, 2.37, 0.0, 0.0], [0.0, 0.81, 0.0, 0.57, 359.07, 359.09, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(38440879, [2.0, 0.85, 0.0, 0.67, 0.0, 0.36, 0.0, 2.37, 0.0, 0.0], [0.0, 0.81, 0.0, 0.58, 359.07, 359.09, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(38541162, [2.0, 0.85, 0.0, 0.68, 0.0, 0.35, 0.0, 2.37, 0.0, 0.0], [0.0, 0.81, 0.0, 0.58, 359.07, 359.09, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(38640990, [2.0, 0.85, 0.0, 0.68, 0.0, 0.37, 0.0, 2.38, 0.0, 0.0], [0.0, 0.8, 0.0, 0.58, 359.06, 359.08, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(38740931, [2.0, 0.85, 0.0, 0.67, 0.0, 0.36, 0.0, 2.37, 0.0, 0.0], [0.0, 0.8, 0.0, 0.58, 359.06, 359.08, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(38841468, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.38, 0.0, 0.0], [0.0, 0.8, 0.0, 0.58, 359.06, 359.08, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(38941295, [2.0, 0.85, 0.0, 0.67, 0.0, 0.36, 0.0, 2.37, 0.0, 0.0], [0.0, 0.8, 0.0, 0.58, 359.06, 359.08, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(39040883, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.36, 0.0, 0.0], [0.0, 0.8, 0.0, 0.58, 359.06, 359.08, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(39140890, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.38, 0.0, 0.0], [0.0, 0.8, 0.0, 0.58, 359.06, 359.08, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(39240902, [2.0, 0.84, 0.0, 0.68, 0.0, 0.36, 0.0, 2.38, 0.0, 0.0], [0.0, 0.8, 0.0, 0.58, 359.06, 359.08, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(39340955, [2.0, 0.85, 0.0, 0.67, 0.0, 0.35, 0.0, 2.38, 0.0, 0.0], [0.0, 0.8, 0.0, 0.59, 359.06, 359.08, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(39440953, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.38, 0.0, 0.0], [0.0, 0.8, 0.0, 0.59, 359.06, 359.08, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(39540934, [2.0, 0.85, 0.0, 0.67, 0.0, 0.36, 0.0, 2.38, 0.0, 0.0], [0.0, 0.8, 0.0, 0.59, 359.06, 359.08, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(39640925, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.37, 0.0, 0.0], [0.0, 0.8, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(39741527, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.38, 0.0, 0.0], [0.0, 0.8, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(39840813, [2.0, 0.85, 0.0, 0.67, 0.0, 0.36, 0.0, 2.39, 0.0, 0.0], [0.0, 0.8, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(39941423, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.36, 0.0, 0.0], [0.0, 0.8, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40040897, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.38, 0.0, 0.0], [0.0, 0.8, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40140877, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.36, 0.0, 0.0], [0.0, 0.79, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40240960, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.36, 0.0, 0.0], [0.0, 0.79, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40340976, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.37, 0.0, 0.0], [0.0, 0.79, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40440929, [2.0, 0.85, 0.0, 0.68, 0.0, 0.35, 0.0, 2.37, 0.0, 0.0], [0.0, 0.79, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40540849, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.38, 0.0, 0.0], [0.0, 0.79, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40640965, [2.0, 0.85, 0.0, 0.68, 0.0, 0.35, 0.0, 2.38, 0.0, 0.0], [0.0, 0.79, 0.0, 0.6, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40741063, [2.0, 0.85, 0.0, 0.67, 0.0, 0.35, 0.0, 2.38, 0.0, 0.0], [0.0, 0.79, 0.0, 0.6, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40840924, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.37, 0.0, 0.0], [0.0, 0.79, 0.0, 0.6, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(40940966, [2.0, 0.85, 0.0, 0.68, 0.0, 0.35, 0.0, 2.37, 0.0, 0.0], [0.0, 0.79, 0.0, 0.6, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(41040968, [2.0, 0.85, 0.0, 0.68, 0.0, 0.35, 0.0, 2.39, 0.0, 0.0], [0.0, 0.79, 0.0, 0.6, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(41140895, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.37, 0.0, 0.0], [0.0, 0.79, 0.0, 0.6, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(41240962, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.37, 0.0, 0.0], [0.0, 0.78, 0.0, 0.6, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(41340939, [2.0, 0.85, 0.0, 0.68, 0.0, 0.37, 0.0, 2.38, 0.0, 0.0], [0.0, 0.78, 0.0, 0.6, 359.06, 359.08, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(43140906, [2.0, 0.85, 0.0, 0.68, 0.0, 0.37, 0.0, 2.37, 0.0, 0.0], [0.0, 0.79, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(43240971, [2.0, 0.85, 0.0, 0.68, 0.0, 0.37, 0.0, 2.39, 0.0, 0.0], [0.0, 0.79, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(43341168, [2.0, 0.85, 0.0, 0.68, 0.0, 0.37, 0.0, 2.38, 0.0, 0.0], [0.0, 0.79, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.54, 25.0, 0.0, 0.0])
(43440915, [2.0, 0.85, 0.0, 0.68, 0.0, 0.36, 0.0, 2.37, 0.0, 0.0], [0.0, 0.79, 0.0, 0.59, 359.04, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(43540826, [2.0, 0.85, 0.0, 0.68, 0.0, 0.38, 0.0, 2.37, 0.0, 0.0], [0.0, 0.78, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(43640966, [2.0, 0.85, 0.0, 0.67, 0.0, 0.37, 0.0, 2.39, 0.0, 0.0], [0.0, 0.78, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(43741004, [2.0, 0.85, 0.0, 0.67, 0.0, 0.37, 0.0, 2.37, 0.0, 0.0], [0.0, 0.78, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(43840847, [2.0, 0.85, 0.0, 0.68, 0.0, 0.39, 0.0, 2.38, 0.0, 0.0], [0.0, 0.77, 0.0, 0.59, 359.04, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(43940944, [2.0, 0.85, 0.0, 0.68, 0.0, 3.6, 0.0, 2.37, 0.0, 0.0], [0.0, 0.77, 0.0, 0.59, 359.04, 359.06, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(44040914, [2.0, 0.85, 0.0, 0.68, 0.0, 3.6, 0.0, 2.37, 0.0, 0.0], [0.0, 0.77, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(44141498, [2.0, 0.85, 0.0, 0.67, 0.0, 3.6, 0.0, 2.39, 0.0, 0.0], [0.0, 0.77, 0.0, 0.59, 359.05, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(44240904, [2.0, 0.85, 0.0, 0.68, 0.0, 3.6, 0.0, 2.37, 0.0, 0.0], [0.0, 0.77, 0.0, 0.59, 359.04, 359.07, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(44340902, [2.0, 0.85, 0.0, 0.68, 0.0, 0.37, 0.0, 2.38, 0.0, 0.0], [0.0, 0.76, 0.0, 0.59, 359.04, 359.06, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(44440943, [2.0, 0.85, 0.0, 0.68, 0.0, 0.37, 0.0, 2.38, 0.0, 0.0], [0.0, 0.76, 0.0, 0.59, 359.04, 359.06, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(44541574, [2.0, 0.85, 0.0, 0.68, 0.0, 0.37, 0.0, 2.36, 0.0, 0.0], [0.0, 0.76, 0.0, 0.59, 359.04, 359.06, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(44640950, [2.0, 0.85, 0.0, 0.68, 0.0, 0.38, 0.0, 2.37, 0.0, 0.0], [0.0, 0.76, 0.0, 0.59, 359.04, 359.06, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(44741633, [2.0, 0.85, 0.0, 0.68, 0.0, 0.38, 0.0, 2.38, 0.0, 0.0], [0.0, 0.76, 0.0, 0.59, 359.04, 359.06, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(44840806, [2.0, 0.85, 0.0, 0.68, 0.0, 0.37, 0.0, 2.36, 0.0, 0.0], [0.0, 0.76, 0.0, 0.59, 359.04, 359.06, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(44940919, [2.0, 0.85, 0.0, 0.68, 0.0, 0.38, 0.0, 2.38, 0.0, 0.0], [0.0, 0.76, 0.0, 0.59, 359.04, 359.06, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(48340971, [2.0, 0.85, 0.0, 0.67, 0.0, 0.38, 0.0, 2.38, 0.0, 0.0], [0.0, 0.79, 0.0, 0.59, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(48440851, [2.0, 0.85, 0.0, 0.67, 0.0, 0.38, 0.0, 2.36, 0.0, 0.0], [0.0, 0.79, 0.0, 0.59, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(48540790, [2.0, 0.85, 0.0, 0.68, 0.0, 3.6, 0.0, 2.38, 0.0, 0.0], [0.0, 0.79, 0.0, 0.58, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(48640951, [2.0, 0.85, 0.0, 0.68, 0.0, 0.38, 0.0, 2.38, 0.0, 0.0], [0.0, 0.78, 0.0, 0.58, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(48741016, [2.0, 0.85, 0.0, 0.68, 0.0, 3.6, 0.0, 2.37, 0.0, 0.0], [0.0, 0.78, 0.0, 0.58, 359.03, 359.06, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(48840800, [2.0, 0.85, 0.0, 0.68, 0.0, 3.6, 0.0, 2.37, 0.0, 0.0], [0.0, 0.78, 0.0, 0.58, 359.03, 359.06, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(48941023, [2.0, 0.85, 0.0, 0.68, 0.0, 0.38, 0.0, 2.38, 0.0, 0.0], [0.0, 0.79, 0.0, 0.58, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(49041012, [2.0, 0.85, 0.0, 0.68, 0.0, 0.38, 0.0, 2.38, 0.0, 0.0], [0.0, 0.78, 0.0, 0.58, 359.04, 359.06, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(49140981, [2.0, 0.85, 0.0, 0.67, 0.0, 0.38, 0.0, 2.39, 0.0, 0.0], [0.0, 0.78, 0.0, 0.58, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(49241012, [2.0, 0.85, 0.0, 0.67, 0.0, 0.38, 0.0, 2.37, 0.0, 0.0], [0.0, 0.77, 0.0, 0.58, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(49340989, [2.0, 0.85, 0.0, 0.68, 0.0, 0.38, 0.0, 2.38, 0.0, 0.0], [0.0, 0.77, 0.0, 0.58, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(49440943, [2.0, 0.85, 0.0, 0.68, 0.0, 0.38, 0.0, 2.39, 0.0, 0.0], [0.0, 0.77, 0.0, 0.58, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(49540953, [2.0, 0.85, 0.0, 0.68, 0.0, 0.38, 0.0, 2.37, 0.0, 0.0], [0.0, 0.77, 0.0, 0.58, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(49640925, [2.0, 0.85, 0.0, 0.68, 0.0, 0.38, 0.0, 2.37, 0.0, 0.0], [0.0, 0.77, 0.0, 0.58, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(49741047, [2.0, 0.85, 0.0, 0.68, 0.0, 0.38, 0.0, 2.37, 0.0, 0.0], [0.0, 0.77, 0.0, 0.58, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(49840877, [2.0, 0.85, 0.0, 0.68, 0.0, 0.38, 0.0, 2.37, 0.0, 0.0], [0.0, 0.76, 0.0, 0.58, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(49940908, [2.0, 0.85, 0.0, 0.68, 0.0, 3.6, 0.0, 2.38, 0.0, 0.0], [0.0, 0.76, 0.0, 0.59, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(50041065, [2.0, 0.85, 0.0, 0.68, 0.0, 0.38, 0.0, 2.38, 0.0, 0.0], [0.0, 0.76, 0.0, 0.58, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(50140872, [2.0, 0.85, 0.0, 0.68, 0.0, 0.38, 0.0, 2.38, 0.0, 0.0], [0.0, 0.75, 0.0, 0.58, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(50240801, [2.0, 0.85, 0.0, 0.67, 0.0, 0.38, 0.0, 2.39, 0.0, 0.0], [0.0, 0.75, 0.0, 0.59, 359.03, 359.05, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
