(76696153, [1.0, 0.62, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.8, 0.0, 0.46, 354.77, 354.79, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(76795782, [1.0, 0.62, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.8, 0.0, 0.46, 354.77, 354.79, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(76895918, [1.0, 0.62, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.8, 0.0, 0.46, 354.77, 354.79, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(76995625, [2.0, 0.61, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.8, 0.0, 0.46, 354.78, 354.8, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(77095907, [2.0, 0.61, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.8, 0.0, 0.46, 354.77, 354.79, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(77196255, [1.0, 0.61, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.8, 0.0, 0.46, 354.77, 354.8, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(77295850, [1.0, 0.61, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.8, 0.0, 0.46, 354.78, 354.8, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(77396158, [1.0, 0.61, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.79, 0.0, 0.46, 354.78, 354.8, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(77495963, [2.0, 0.61, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.79, 0.0, 0.47, 354.78, 354.8, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(77595831, [2.0, 0.61, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.79, 0.0, 0.47, 354.78, 354.8, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(77695843, [1.0, 0.61, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.79, 0.0, 0.47, 354.79, 354.81, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(77795800, [1.0, 0.61, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.79, 0.0, 0.48, 354.79, 354.81, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(77895883, [1.0, 0.61, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.79, 0.0, 0.48, 354.79, 354.81, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(77995857, [2.0, 0.62, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.78, 0.0, 0.48, 354.79, 354.81, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(78095794, [2.0, 0.62, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.78, 0.0, 0.48, 354.79, 354.81, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(78195675, [1.0, 0.62, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.78, 0.0, 0.48, 354.79, 354.81, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(78295688, [1.0, 0.62, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.78, 0.0, 0.48, 354.79, 354.81, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(78395910, [1.0, 0.62, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.78, 0.0, 0.48, 354.79, 354.81, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(78495831, [2.0, 0.62, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.78, 0.0, 0.48, 354.79, 354.81, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(78595623, [2.0, 0.62, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.78, 0.0, 0.48, 354.79, 354.81, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(78695681, [1.0, 0.62, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.78, 0.0, 0.49, 354.79, 354.81, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(78795847, [1.0, 0.62, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.77, 0.0, 0.49, 354.79, 354.81, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(78895893, [1.0, 0.62, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.77, 0.0, 0.49, 354.79, 354.81, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(78996239, [1.0, 0.62, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.77, 0.0, 0.49, 354.78, 354.8, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(79095978, [2.0, 0.62, 0.0, 3.6, 0.0, 3.6, 0.0, 3.6, 0.0, 0.0], [0.0, 0.76, 0.0, 0.49, 354.8, 354.82, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
