(22056020, [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.15, 0.0, 0.62, 358.73, 358.74, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(22155849, [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.16, 0.0, 0.61, 358.71, 358.72, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(22255819, [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.16, 0.0, 0.61, 358.7, 358.71, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(22355823, [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.16, 0.0, 0.61, 358.69, 358.7, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(22455964, [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.16, 0.0, 0.61, 358.68, 358.69, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(22555831, [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.16, 0.0, 0.61, 358.67, 358.68, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(22655830, [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.16, 0.0, 0.61, 358.66, 358.67, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(22755817, [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.16, 0.0, 0.61, 358.65, 358.66, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(22855798, [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.16, 0.0, 0.61, 358.63, 358.65, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(22956831, [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.15, 0.0, 0.6, 358.62, 358.63, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(23057748, [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.15, 0.0, 0.6, 358.61, 358.62, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(23157927, [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.16, 0.0, 0.61, 358.6, 358.61, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(23258023, [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.15, 0.0, 0.6, 358.59, 358.6, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(23357697, [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.15, 0.0, 0.6, 358.58, 358.59, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
(23457727, [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.15, 0.0, 0.6, 358.57, 358.58, 0.0, 1.0], [0.2, 25.0, 0.0, 0.0])
